_id,Lake Name,Township,STN,Site ID,Site Description,Latitude (DMS),Long (DMS),Date (DD-MMM-YY),Calcium (mg/L)
10753,OTTER LAKE (TOCK),MCCLINTOCK,5400,2,"Mid Lake, deep spot",451635,785230,03-May-19,2.1
10754,OTTER LAKE (TOCK),MCCLINTOCK,5400,2,"Mid Lake, deep spot",451635,785230,11-Oct-20,2.1
10755,OTTER LAKE (TOCK),MCCLINTOCK,5400,2,"Mid Lake, deep spot",451635,785230,21-May-21,2.3
10756,OTTER LAKE (TOCK),MCCLINTOCK,5400,2,"Mid Lake, deep spot",451635,785230,13-May-22,2.2
10757,OTTERMERE LAKE (OTTER),RUDD,7630,1,"Mid Lake, deep spot",495511,945547,08-Jun-15,3.6
10758,OTTERMERE LAKE (OTTER),RUDD,7630,1,"Mid Lake, deep spot",495511,945547,05-Jun-16,3.1
10759,OTTERMERE LAKE (OTTER),RUDD,7630,1,"Mid Lake, deep spot",495511,945547,06-Jun-17,3.2
10760,OTTERMERE LAKE (OTTER),RUDD,7630,1,"Mid Lake, deep spot",495511,945547,01-Jun-18,3.5
10761,OTTERMERE LAKE (OTTER),RUDD,7630,1,"Mid Lake, deep spot",495511,945547,07-Jun-19,2.7
10762,OTTERMERE LAKE (OTTER),RUDD,7630,1,"Mid Lake, deep spot",495511,945547,01-Jun-20,3.4
10763,OTTERMERE LAKE (OTTER),RUDD,7630,1,"Mid Lake, deep spot",495511,945547,30-Jun-22,3.2
10764,OTTERTAIL LAKE,PLUMMER,4201,1,Deep spot,462206,834403,14-Aug-12,8.1
10765,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,13-May-08,28.9
10766,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,18-Sep-08,29.5
10767,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,29-Oct-08,27.3
10768,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,06-May-09,29.9
10769,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,12-May-10,30.9
10770,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,21-Jun-10,26.4
10771,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,13-May-11,29.3
10772,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,05-Jul-11,28.7
10773,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,02-Aug-11,28.8
10774,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,22-Aug-11,30.5
10775,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,12-Sep-11,26.5
10776,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,03-Oct-11,27.2
10777,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,07-May-12,29.2
10778,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,11-Jun-12,30.9
10779,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,09-Jul-12,27.9
10780,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,08-Aug-12,28.4
10781,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,13-May-13,30.1
10782,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,19-Jun-13,31.8
10783,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,11-Jul-13,30.1
10784,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,09-Aug-13,27.7
10785,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,21-May-14,32.9
10786,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,16-Jun-14,30.7
10787,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,21-Jul-14,29.6
10788,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,13-May-15,33.4
10789,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,09-Jun-15,30.8
10790,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,06-Jul-15,32
10791,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,02-May-16,30
10792,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,22-Jun-16,29.4
10793,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,22-Jun-16,29.4
10794,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,12-Jul-16,31.2
10795,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,15-May-17,30.2
10796,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,12-Jun-17,30.3
10797,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,12-Jul-17,29.5
10798,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,14-May-18,33
10799,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,11-Jun-18,31.7
10800,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,13-May-19,29.9
10801,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,18-Sep-19,28.5
10802,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,20-May-21,31.3
10803,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,23-Jun-21,31
10804,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,21-Jul-21,29.3
10805,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,09-May-22,29.9
10806,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,11-Jun-22,29.8
10807,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,14-Jul-22,28.4
10808,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,22-Aug-22,28.4
10809,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,17-Sep-22,27.2
10810,OTTY LAKE,"BATHURST, BURGESS",7002,1,"Stn A, Mid-lake",445033,761321,08-Oct-22,29.3
10811,OUDAZE LAKE,CHAFFEY,4202,1,"Mid Lake, deep spot",452715,791143,04-Sep-08,2.7
10812,OUDAZE LAKE,CHAFFEY,4202,1,"Mid Lake, deep spot",452715,791143,11-Jun-09,1.9
10813,OUDAZE LAKE,CHAFFEY,4202,1,"Mid Lake, deep spot",452715,791143,26-May-10,2.3
10814,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,11-May-08,2.2
10815,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,03-May-09,1.9
10816,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,18-Apr-10,1.9
10817,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,07-May-11,1.8
10818,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,14-Apr-12,1.8
10819,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,18-May-13,1.5
10820,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,18-May-14,2
10821,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,30-Apr-16,1.8
10822,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,09-May-17,1.8
10823,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,20-May-18,1.9
10824,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,12-May-19,1.8
10825,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,05-May-20,1.8
10826,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,29-Apr-21,1.9
10827,OXBOW LAKE,SINCLAIR,4213,1,Mid Lake-Smaller Arm,452600,785831,05-May-22,2
10828,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,02-Apr-10,1.6
10829,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,28-Apr-12,1.9
10830,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,30-Jun-13,1.6
10831,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,30-May-14,2
10832,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,16-May-15,1.5
10833,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,08-Jun-16,1.8
10834,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,12-May-18,1.7
10835,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,12-May-19,1.8
10836,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,16-May-21,1.8
10837,OXBOW LAKE,SINCLAIR,4213,3,"Long Arm, E end",452607,785751,11-May-22,1.7
10838,OXTONGUE LAKE,MCCLINTOCK,4214,6,MidLakeDeepSpotOXT-0,452227,785515,16-May-10,1.9
10839,OXTONGUE LAKE,MCCLINTOCK,4214,6,MidLakeDeepSpotOXT-0,452227,785515,11-May-12,1.8
10840,OXTONGUE LAKE,MCCLINTOCK,4214,6,MidLakeDeepSpotOXT-0,452227,785515,25-May-14,1.8
10841,OXTONGUE LAKE,MCCLINTOCK,4214,6,MidLakeDeepSpotOXT-0,452227,785515,15-Jul-15,1.9
10842,OXTONGUE LAKE,MCCLINTOCK,4214,6,MidLakeDeepSpotOXT-0,452227,785515,26-May-18,1.8
10843,OXTONGUE LAKE,MCCLINTOCK,4214,6,MidLakeDeepSpotOXT-0,452227,785515,26-May-19,1.7
10844,OXTONGUE LAKE,MCCLINTOCK,4214,6,MidLakeDeepSpotOXT-0,452227,785515,06-Jun-20,1.6
10845,OXTONGUE LAKE,MCCLINTOCK,4214,6,MidLakeDeepSpotOXT-0,452227,785515,20-Jun-21,2.1
10846,PALETTE LAKE,CHAFFEY,4228,3,N of island-deepspot,452504,791609,11-May-08,4.3
10847,PALETTE LAKE,CHAFFEY,4228,3,N of island-deepspot,452504,791609,16-May-10,1
10848,PALETTE LAKE,CHAFFEY,4228,3,N of island-deepspot,452504,791609,11-May-11,4.1
10849,PALETTE LAKE,CHAFFEY,4228,3,N of island-deepspot,452504,791609,06-May-12,4.2
10850,PALETTE LAKE,CHAFFEY,4228,3,N of island-deepspot,452504,791609,06-May-13,3.7
10851,PALETTE LAKE,CHAFFEY,4228,3,N of island-deepspot,452504,791609,20-May-14,4.4
10852,PALETTE LAKE,CHAFFEY,4228,3,N of island-deepspot,452504,791609,15-May-15,4.2
10853,PALETTE LAKE,CHAFFEY,4228,3,N of island-deepspot,452504,791609,24-May-16,4.1
10854,PANACHE LAKE,DIEPPE,4234,3,PAN-3,461500,812000,25-May-22,3.9
10855,PANACHE LAKE,DIEPPE,4234,6,"Stn 1, Stoney Bay",461526,812755,27-May-12,5.5
10856,PANACHE LAKE,DIEPPE,4234,6,"Stn 1, Stoney Bay",461526,812755,20-May-13,5.1
10857,PANACHE LAKE,DIEPPE,4234,6,"Stn 1, Stoney Bay",461526,812755,18-May-15,5.2
10858,PANACHE LAKE,DIEPPE,4234,6,"Stn 1, Stoney Bay",461526,812755,23-May-16,5.6
10859,PANACHE LAKE,DIEPPE,4234,6,"Stn 1, Stoney Bay",461526,812755,09-Jul-17,5.2
10860,PANACHE LAKE,DIEPPE,4234,6,"Stn 1, Stoney Bay",461526,812755,21-May-18,5.5
10861,PANACHE LAKE,DIEPPE,4234,6,"Stn 1, Stoney Bay",461526,812755,09-Jun-19,5.2
10862,PANACHE LAKE,DIEPPE,4234,6,"Stn 1, Stoney Bay",461526,812755,05-Jun-22,5.2
10863,PANACHE LAKE,DIEPPE,4234,15,"west basin, deep spot",461308,813011,27-May-12,5.2
10864,PANACHE LAKE,DIEPPE,4234,15,"west basin, deep spot",461308,813011,20-May-13,4.8
10865,PANACHE LAKE,DIEPPE,4234,15,"west basin, deep spot",461308,813011,18-May-15,5.8
10866,PANACHE LAKE,DIEPPE,4234,15,"west basin, deep spot",461308,813011,23-May-16,4.5
10867,PANACHE LAKE,DIEPPE,4234,15,"west basin, deep spot",461308,813011,09-Jul-17,5.1
10868,PANACHE LAKE,DIEPPE,4234,15,"west basin, deep spot",461308,813011,21-May-18,5.5
10869,PANACHE LAKE,DIEPPE,4234,15,"west basin, deep spot",461308,813011,09-Jun-19,5.3
10870,PANACHE LAKE,DIEPPE,4234,15,"west basin, deep spot",461308,813011,05-Jun-22,5
10871,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,18-Jun-12,5.3
10872,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,19-May-13,5
10873,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,18-May-14,5.5
10874,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,17-May-15,5.4
10875,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,23-May-16,5.5
10876,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,23-May-17,5.3
10877,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,27-May-18,5.2
10878,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,24-May-19,5.2
10879,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,17-May-20,5
10880,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,02-May-21,5.1
10881,PANACHE LAKE,DIEPPE,4234,17,"Navy Islands, deep spot",461517,812336,14-May-22,4.9
10882,PANACHE LAKE,DIEPPE,4234,18,W Bay-N Burnt Is,461401,813358,27-May-12,4.4
10883,PANACHE LAKE,DIEPPE,4234,18,W Bay-N Burnt Is,461401,813358,20-May-13,4.1
10884,PANACHE LAKE,DIEPPE,4234,18,W Bay-N Burnt Is,461401,813358,18-May-15,4.4
10885,PANACHE LAKE,DIEPPE,4234,18,W Bay-N Burnt Is,461401,813358,23-May-16,5.8
10886,PANACHE LAKE,DIEPPE,4234,18,W Bay-N Burnt Is,461401,813358,09-Jul-17,4.2
10887,PANACHE LAKE,DIEPPE,4234,18,W Bay-N Burnt Is,461401,813358,21-May-18,6.3
10888,PANACHE LAKE,DIEPPE,4234,18,W Bay-N Burnt Is,461401,813358,09-Jun-19,4.2
10889,PANACHE LAKE,DIEPPE,4234,18,W Bay-N Burnt Is,461401,813358,05-Jun-22,4.1
10890,PANACHE LAKE,DIEPPE,4234,19,Peterson Bay,461358,813211,27-May-12,6.3
10891,PANACHE LAKE,DIEPPE,4234,19,Peterson Bay,461358,813211,18-May-15,5.6
10892,PANACHE LAKE,DIEPPE,4234,19,Peterson Bay,461358,813211,23-May-16,6.3
10893,PANACHE LAKE,DIEPPE,4234,19,Peterson Bay,461358,813211,09-Jul-17,6.1
10894,PANACHE LAKE,DIEPPE,4234,19,Peterson Bay,461358,813211,21-May-18,4.4
10895,PANACHE LAKE,DIEPPE,4234,19,Peterson Bay,461358,813211,09-Jun-19,5.3
10896,PANACHE LAKE,DIEPPE,4234,19,Peterson Bay,461358,813211,05-Jun-22,5.8
10897,PANACHE LAKE,DIEPPE,4234,20,Unnamed Bay,461437,813153,27-May-12,5.4
10898,PANACHE LAKE,DIEPPE,4234,20,Unnamed Bay,461437,813153,20-May-13,5.2
10899,PANACHE LAKE,DIEPPE,4234,20,Unnamed Bay,461437,813153,18-May-15,5.3
10900,PANACHE LAKE,DIEPPE,4234,20,Unnamed Bay,461437,813153,23-May-16,5.5
10901,PANACHE LAKE,DIEPPE,4234,20,Unnamed Bay,461437,813153,09-Jul-17,5.1
10902,PANACHE LAKE,DIEPPE,4234,20,Unnamed Bay,461437,813153,21-May-18,5.8
10903,PANACHE LAKE,DIEPPE,4234,20,Unnamed Bay,461437,813153,09-Jun-19,5.1
10904,PANACHE LAKE,DIEPPE,4234,20,Unnamed Bay,461437,813153,05-Jun-22,5.2
10905,PANACHE LAKE,DIEPPE,4234,21,NW-Chief Is-deep,461424,813043,27-May-12,5.5
10906,PANACHE LAKE,DIEPPE,4234,21,NW-Chief Is-deep,461424,813043,20-May-13,4.9
10907,PANACHE LAKE,DIEPPE,4234,21,NW-Chief Is-deep,461424,813043,18-May-15,5.1
10908,PANACHE LAKE,DIEPPE,4234,21,NW-Chief Is-deep,461424,813043,23-May-16,5.7
10909,PANACHE LAKE,DIEPPE,4234,21,NW-Chief Is-deep,461424,813043,09-Jul-17,5
10910,PANACHE LAKE,DIEPPE,4234,21,NW-Chief Is-deep,461424,813043,21-May-18,5.4
10911,PANACHE LAKE,DIEPPE,4234,21,NW-Chief Is-deep,461424,813043,09-Jun-19,5.1
10912,PANACHE LAKE,DIEPPE,4234,21,NW-Chief Is-deep,461424,813043,05-Jun-22,5
10913,PAPINEAU LAKE,BANGOR,4239,3,"Main basin, deep spot",452064,774886,04-Jul-14,4.3
10914,PAPINEAU LAKE,BANGOR,4239,3,"Main basin, deep spot",452064,774886,09-Jul-15,4.2
10915,PAPINEAU LAKE,BANGOR,4239,3,"Main basin, deep spot",452064,774886,31-Jul-17,4.4
10916,PAPINEAU LAKE,BANGOR,4239,3,"Main basin, deep spot",452064,774886,11-Jul-21,4.3
10917,PAPINEAU LAKE,BANGOR,4239,3,"Main basin, deep spot",452064,774886,13-Jul-22,4.1
10918,PAPINEAU LAKE,PAPINEAU-CAMERON,4240,2,"E end, deep spot",461120,784330,20-May-08,3
10919,PAPINEAU LAKE,PAPINEAU-CAMERON,4240,2,"E end, deep spot",461120,784330,03-Jun-10,2.5
10920,PAPINEAU LAKE,PAPINEAU-CAMERON,4240,2,"E end, deep spot",461120,784330,20-May-12,2.5
10921,PAPINEAU LAKE,PAPINEAU-CAMERON,4240,2,"E end, deep spot",461120,784330,20-May-13,2.2
10922,PAPINEAU LAKE,PAPINEAU-CAMERON,4240,2,"E end, deep spot",461120,784330,25-May-14,2.6
10923,PARADISE LAKE,,7697,2,"middle of lake, deep spot",432955,803939,19-Aug-21,34.6
10924,PARADISE LAKE,,7697,2,"middle of lake, deep spot",432955,803939,05-May-22,41.6
10925,PARADISE LAKE,,7697,2,"middle of lake, deep spot",432955,803939,08-Jun-22,41.6
10926,PARADISE LAKE,,7697,2,"middle of lake, deep spot",432955,803939,18-Jul-22,43.3
10927,PARADISE LAKE,,7697,2,"middle of lake, deep spot",432955,803939,11-Aug-22,43.6
10928,PARADISE LAKE,,7697,2,"middle of lake, deep spot",432955,803939,14-Sep-22,40.8
10929,PARADISE LAKE,,7697,2,"middle of lake, deep spot",432955,803939,21-Oct-22,43.3
10930,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,29-May-11,3.9
10931,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,30-Jun-11,4.1
10932,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,06-Aug-11,3.9
10933,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,28-Aug-11,3.9
10934,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,26-Sep-11,3.8
10935,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,09-Oct-11,4.1
10936,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,19-Jul-12,4.4
10937,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,26-May-13,4
10938,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,10-Jun-13,3.9
10939,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,20-Jul-13,3.8
10940,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,27-May-14,4.4
10941,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,30-Jun-14,4.4
10942,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,28-Jun-15,4.1
10943,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,30-Jun-16,4.1
10944,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,31-May-17,4
10945,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,21-Jun-19,3.6
10946,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,24-May-21,4.5
10947,PATTEN LAKE,MCMAHON,4267,1,"Mid lake, deep spot",463159,834621,21-Jul-21,4.3
10948,PATTERSON LAKE,"LAVANT, DALHOUSIE & N SHERBROOKE",4323,2,"Mid lake, deep spot",450028,763136,20-May-12,27.1
10949,PATTERSON LAKE,"LAVANT, DALHOUSIE & N SHERBROOKE",4323,2,"Mid lake, deep spot",450028,763136,18-May-13,27.6
10950,PATTERSON LAKE,"LAVANT, DALHOUSIE & N SHERBROOKE",4323,2,"Mid lake, deep spot",450028,763136,20-May-14,29.8
10951,PATTERSON LAKE,"LAVANT, DALHOUSIE & N SHERBROOKE",4323,2,"Mid lake, deep spot",450028,763136,20-Jun-15,29.6
10952,PATTERSON LAKE,"LAVANT, DALHOUSIE & N SHERBROOKE",4323,2,"Mid lake, deep spot",450028,763136,21-May-16,27.2
10953,PATTERSON LAKE,"LAVANT, DALHOUSIE & N SHERBROOKE",4323,2,"Mid lake, deep spot",450028,763136,12-May-17,27.9
10954,PATTERSON LAKE,"LAVANT, DALHOUSIE & N SHERBROOKE",4323,2,"Mid lake, deep spot",450028,763136,21-May-18,29.4
10955,PATTERSON LAKE,"LAVANT, DALHOUSIE & N SHERBROOKE",4323,2,"Mid lake, deep spot",450028,763136,20-May-19,29.2
10956,PAUDASH LAKE,CARDIFF,4271,3,Joe Bay,445700,780300,13-May-08,8
10957,PAUDASH LAKE,CARDIFF,4271,3,Joe Bay,445700,780300,24-May-14,9
10958,PAUDASH LAKE,CARDIFF,4271,3,Joe Bay,445700,780300,10-May-16,8.1
10959,PAUDASH LAKE,CARDIFF,4271,3,Joe Bay,445700,780300,28-May-17,9.1
10960,PAUDASH LAKE,CARDIFF,4271,3,Joe Bay,445700,780300,11-May-18,8.8
10961,PAUDASH LAKE,CARDIFF,4271,3,Joe Bay,445700,780300,29-May-19,7.7
10962,PAUDASH LAKE,CARDIFF,4271,3,Joe Bay,445700,780300,08-Jun-22,9
10963,PEARL LAKE,BRANT,6871,2,Deep Spot,441205,810330,12-Jun-11,48.1
10964,PEARL LAKE,BRANT,6871,2,Deep Spot,441205,810330,10-Jul-11,38.5
10965,PEARL LAKE,BRANT,6871,2,Deep Spot,441205,810330,07-Aug-11,41.7
10966,PEARL LAKE,BRANT,6871,2,Deep Spot,441205,810330,04-Oct-11,38.2
10967,PEARL LAKE,BRANT,6871,2,Deep Spot,441205,810330,05-Aug-12,31.7
10968,PEARL LAKE,BRANT,6871,2,Deep Spot,441205,810330,20-Aug-12,33.6
10969,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,18-Sep-08,1.9
10970,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,24-May-09,1.5
10971,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,18-May-10,2.1
10972,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,08-May-11,1.1
10973,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,17-Jun-12,2
10974,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,18-Jun-13,1.6
10975,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,05-Jun-14,1.4
10976,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,24-May-15,1.9
10977,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,23-May-16,1.7
10978,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,20-May-17,1.8
10979,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,27-May-18,1.6
10980,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,16-Jun-19,1.3
10981,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,21-May-20,1.5
10982,PELAW LAKE,GUILFORD,4292,1,"Mid Lake, deep spot",451312,783225,30-May-21,2
10983,PENDER LAKE,SEGUIN,4303,1,"Mid lake, deep spot",451924,795207,28-May-18,1.3
10984,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,12-May-08,4.1
10985,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,12-Apr-10,3.5
10986,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,30-Apr-11,3.6
10987,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,12-Apr-12,3.6
10988,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,20-May-13,3.4
10989,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,19-May-14,3.8
10990,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,02-May-15,3.6
10991,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,10-May-16,3.6
10992,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,24-May-17,3.7
10993,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,08-May-18,3.9
10994,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,22-May-19,4.3
10995,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,12-May-21,4
10996,PENINSULA LAKE,CHAFFEY,4309,2,"Stn 2, Wolf Bay",451957,790406,11-May-22,4.2
10997,PENINSULA LAKE,CHAFFEY,4309,8,A - Canal opening to Fairy L.,452028,790748,28-Jun-12,3.7
10998,PENINSULA LAKE,CHAFFEY,4309,9,"B - Deep spot, Canal",452038,790646,28-Jun-12,3.3
10999,PENINSULA LAKE,CHAFFEY,4309,10,C - Hidden Valley,452105,790717,28-Jun-12,3.7
11000,PENINSULA LAKE,CHAFFEY,4309,10,C - Hidden Valley,452105,790717,28-Jun-12,2.7
