_id,Lake Name,Township,STN,Site ID,Site Description,Latitude (DMS),Longitude (DMS),Date (dd/mm/yyyy),Chloride (mg/L)
4939,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14/06/2020,3.4
4940,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,12/09/2020,3.4
4941,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,11/08/2022,3.9
4942,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,12/07/2016,3.7
4943,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14/05/2022,3.8
4944,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,19/05/2016,3.5
4945,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14/07/2019,3.3
4946,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14/05/2015,3.5
4947,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14/06/2017,3.3
4948,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,16/05/2020,3.5
4949,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14/08/2020,3.6
4950,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,15/05/2021,3.8
4951,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14/10/2020,3.6
4952,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14/06/2015,3.5
4953,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,14/06/2016,3.8
4954,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,9,Middle Narrows,451832,763116,16/05/2019,3.2
4955,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,16/05/2020,8.5
4956,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,16/07/2021,9.7
4957,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,14/06/2020,8.7
4958,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,17/06/2019,9.1
4959,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,18/05/2018,8.3
4960,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,12/09/2022,10.5
4961,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,14/06/2017,10.2
4962,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,15/07/2017,10.2
4963,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,16/05/2017,9.5
4964,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,12/07/2016,10.3
4965,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,14/06/2016,10.1
4966,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,14/06/2016,10.1
4967,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,15/07/2018,9.3
4968,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,15/07/2022,10.5
4969,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,15/06/2018,8.8
4970,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,14/05/2022,10
4971,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,18/07/2020,9.6
4972,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,11/08/2022,10.4
4973,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,15/06/2022,9.6
4974,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,13/06/2021,9.5
4975,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,12/09/2020,9
4976,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,14/10/2020,9
4977,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,14/08/2020,9.2
4978,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,17/05/2016,10
4979,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,16/05/2019,7.6
4980,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,15/10/2022,11.4
4981,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,10,Hayes Bay,451902,762825,15/05/2021,9
4982,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,15/07/2018,3.6
4983,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,14/06/2016,4.4
4984,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,14/06/2020,3.8
4985,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,14/05/2022,3.9
4986,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,17/05/2016,3.7
4987,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,14/08/2020,4
4988,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,15/10/2022,4.4
4989,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,16/05/2019,3.6
4990,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,15/06/2018,3.3
4991,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,12/09/2020,4
4992,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,15/07/2017,3.3
4993,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,12/07/2016,4.6
4994,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,15/07/2022,4.1
4995,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,15/06/2022,3.9
4996,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,18/05/2018,3.6
4997,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,18/07/2020,4.1
4998,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,13/06/2021,4.4
4999,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,16/05/2017,3.8
5000,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,15/05/2021,4
5001,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,17/06/2019,4
5002,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,14/06/2017,4
5003,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,11/08/2022,4.2
5004,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,12/09/2022,4.3
5005,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,16/05/2020,3.7
5006,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,14/10/2020,4.1
5007,WHITE LAKE,"DARLING, PAKENHAM, MCNAB",5841,11,Village Basin,451856,763021,16/07/2021,4.1
5008,WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,23/05/2022,0.4
5009,WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,21/05/2019,0.3
5010,WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,05/05/2016,0.2
5011,WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,11/05/2017,0.2
5012,WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,14/05/2015,0.2
5013,WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,13/05/2018,0.3
5014,WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,12/05/2021,0.5
5015,WHITE LAKE,LEBERGE,5843,1,"Mid Lake, deep spot",484813,853642,28/05/2020,0.3
5016,WHITE OAK LAKE,TILTON,5845,1,"Mid Lake, Deep Spot",461756,805945,30/04/2017,0.5
5017,WHITE OAK LAKE,TILTON,5845,1,"Mid Lake, Deep Spot",461756,805945,11/07/2021,0.5
5018,WHITE OAK LAKE,TILTON,5845,1,"Mid Lake, Deep Spot",461756,805945,18/06/2022,0.7
5019,WHITE OAK LAKE,TILTON,5845,1,"Mid Lake, Deep Spot",461756,805945,13/06/2020,0.4
5020,WHITEFISH LAKE,SEGUIN,5857,7,"Mid lake, deep spot",451731,794637,21/08/2017,12.5
5021,WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,28/05/2022,13.5
5022,WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,22/05/2016,11.2
5023,WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,24/05/2019,13
5024,WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,17/05/2021,13.9
5025,WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,28/05/2018,12.5
5026,WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,13/06/2015,11.3
5027,WHITEFISH LAKE,SEGUIN,5857,8,"Mid Lake, Deep spot",451733,794648,20/05/2017,12.5
5028,WHITESTONE LAKE,WHITESTONE,5873,1,"N end, main channel",453900,795200,18/05/2021,7.8
5029,WHITESTONE LAKE,WHITESTONE,5873,1,"N end, main channel",453900,795200,15/05/2022,7.5
5030,WHITESTONE LAKE,WHITESTONE,5873,9,"S end, deep spot",453848,795104,18/05/2022,8.9
5031,WHITESTONE LAKE,WHITESTONE,5873,9,"S end, deep spot",453848,795104,19/05/2021,10.1
5032,WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,01/05/2022,24
5033,WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,12/05/2018,20.7
5034,WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,16/06/2019,20.5
5035,WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,06/05/2015,14.8
5036,WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,02/05/2021,19
5037,WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,16/05/2020,20.3
5038,WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,10/05/2016,15.3
5039,WHITEWATER LAKE,CASCADEN,5875,1,"E. end, mid lake",463204,810718,15/05/2017,19.7
5040,WHITEWATER LAKE,CASCADEN,5875,4,"Sudbury # 2, Mid-lake WHI-2",463158,810726,25/05/2022,22.6
5041,WILBERMERE LAKE,MONMOUTH,5897,1,"Mid Lake, deep spot",450033,781239,11/07/2016,5
5042,WILEY LAKE,GLAMORGAN,5903,1,"Mid Lake, deep spot",445446,782709,17/05/2015,0.5
5043,WILEY LAKE,GLAMORGAN,5903,1,"Mid Lake, deep spot",445446,782709,02/05/2016,0.4
5044,WILEY LAKE,GLAMORGAN,5903,1,"Mid Lake, deep spot",445446,782709,21/05/2017,0.5
5045,WILEY LAKE,GLAMORGAN,5903,1,"Mid Lake, deep spot",445446,782709,17/05/2020,0.4
5046,WILEY LAKE,GLAMORGAN,5903,1,"Mid Lake, deep spot",445446,782709,21/05/2018,0.5
5047,WILEY LAKE,GLAMORGAN,5903,1,"Mid Lake, deep spot",445446,782709,18/05/2019,0.4
5048,WILEY LAKE,GLAMORGAN,5903,1,"Mid Lake, deep spot",445446,782709,23/05/2022,0.5
5049,WILEY LAKE,GLAMORGAN,5903,1,"Mid Lake, deep spot",445446,782709,24/05/2021,0.6
5050,WINDFALL LAKE,SEGUIN,5920,1,"Mid lake, deep spot",451732,795247,31/05/2019,10.4
5051,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,24/06/2016,6.2
5052,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,19/06/2022,9.3
5053,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,11/05/2016,5.7
5054,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,09/05/2018,6.7
5055,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,26/05/2022,9.1
5056,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,17/06/2018,6.7
5057,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,15/06/2020,8.3
5058,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,10/07/2019,8.1
5059,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,14/05/2015,5.4
5060,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,13/07/2015,6.5
5061,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,13/08/2020,8.8
5062,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,26/07/2016,6.1
5063,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,09/06/2017,6.7
5064,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,08/05/2019,7.7
5065,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,22/05/2020,8.4
5066,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,18/07/2020,11
5067,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,30/09/2022,9.7
5068,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,30/10/2022,9.5
5069,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,29/08/2022,10.4
5070,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,16/09/2020,8.9
5071,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,19/07/2017,6
5072,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,21/05/2021,9.8
5073,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,01/07/2021,11.8
5074,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,19/06/2019,7.9
5075,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,14/07/2022,10.8
5076,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,17/06/2015,6.1
5077,DRAG RIVER,MINDEN,5930,1,Drag River-ScottsDam,445604,783800,24/06/2016,6.2
5078,WOLF LAKE,N KAWARTHA,5939,2,"Mid Lake, deep spot",444425,781034,11/06/2016,1.2
5079,WOLF LAKE,N KAWARTHA,5939,2,"Mid Lake, deep spot",444425,781034,01/06/2019,1.1
5080,WOLF LAKE,N KAWARTHA,5939,2,"Mid Lake, deep spot",444425,781034,18/05/2015,1.4
5081,WOLF LAKE,N KAWARTHA,5939,2,"Mid Lake, deep spot",444425,781034,31/05/2020,1.1
5082,WOLF LAKE,N KAWARTHA,5939,2,"Mid Lake, deep spot",444425,781034,10/06/2017,1.3
5083,WOLF LAKE,N KAWARTHA,5939,2,"Mid Lake, deep spot",444425,781034,03/06/2018,1.1
5084,WOLF LAKE,N KAWARTHA,5939,2,"Mid Lake, deep spot",444425,781034,03/07/2021,1.3
5085,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,25/05/2018,6.1
5086,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,14/07/2017,6.5
5087,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,30/05/2021,6.3
5088,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,23/06/2015,6.8
5089,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,11/06/2016,6.8
5090,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,03/10/2022,6.4
5091,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,22/07/2022,6
5092,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,05/07/2018,6.2
5093,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,27/06/2018,6.1
5094,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,25/05/2017,6.6
5095,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,28/06/2021,6.3
5096,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,25/06/2017,6.8
5097,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,13/05/2016,6.3
5098,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,07/07/2015,6.6
5099,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,06/09/2022,6.1
5100,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,21/07/2016,6.9
5101,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,11/06/2016,6.8
5102,WOLFE LAKE,BEDFORD,5949,4,N/W Basin Woods Bay,444050,763040,20/06/2022,6
5103,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,21/07/2016,7
5104,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,11/06/2016,7
5105,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,03/10/2022,6.4
5106,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,06/09/2022,6.1
5107,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,30/05/2021,6.7
5108,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,28/06/2021,6.5
5109,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,27/06/2018,6.2
5110,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,05/07/2018,6.3
5111,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,25/05/2018,6.3
5112,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,25/05/2017,6.7
5113,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,25/06/2017,7
5114,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,22/07/2022,6.1
5115,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,14/07/2017,6.6
5116,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,23/06/2015,6.9
5117,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,07/07/2015,6.4
5118,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,11/06/2016,7
5119,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,20/06/2022,6.2
5120,WOLFE LAKE,BEDFORD,5949,5,"S/E end, deep spot",443956,762837,13/05/2016,6.6
5121,JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,28/04/2020,6
5122,JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,07/05/2018,6.3
5123,JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,13/05/2019,6.5
5124,JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,24/04/2017,9.4
5125,JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,02/05/2021,6.6
5126,JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,17/05/2022,6.3
5127,JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,01/05/2016,7.8
5128,JORDAN LAKE,TUDOR-CASHEL,5959,1,"Mid Lake, deep spot",444646,773752,22/04/2015,8.2
5129,WOOD LAKE,OAKLEY,5961,1,"Mid Lake, deep spot",450041,790424,17/05/2021,6.3
5130,WOOD LAKE,OAKLEY,5961,1,"Mid Lake, deep spot",450041,790424,07/05/2016,5.5
5131,WOOD LAKE,OAKLEY,5961,1,"Mid Lake, deep spot",450041,790424,12/10/2020,6.2
5132,WOOD LAKE,OAKLEY,5961,1,"Mid Lake, deep spot",450041,790424,20/05/2017,5.7
5133,WOOD LAKE,OAKLEY,5961,1,"Mid Lake, deep spot",450041,790424,27/05/2019,6.2
5134,WOOD LAKE,OAKLEY,5961,1,"Mid Lake, deep spot",450041,790424,13/05/2022,5.9
5135,WOOD LAKE,OAKLEY,5961,1,"Mid Lake, deep spot",450041,790424,17/05/2015,5
5136,WOOD LAKE,OAKLEY,5961,1,"Mid Lake, deep spot",450041,790424,20/05/2018,5.9
5137,BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,23/05/2022,0.4
5138,BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,27/05/2021,0.4
5139,BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,20/05/2017,0.3
5140,BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,17/05/2015,0.4
5141,BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,20/05/2018,0.4
5142,BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,21/05/2016,0.3
5143,BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,18/05/2019,0.3
5144,BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,29/10/2020,0.4
5145,BIG BROTHER LAKE,STANHOPE,6004,1,Deep spot,450813,784633,06/06/2019,17
5146,BIG BROTHER LAKE,STANHOPE,6004,1,Deep spot,450813,784633,21/05/2018,11.5
5147,BIG BROTHER LAKE,STANHOPE,6004,1,Deep spot,450813,784633,23/05/2022,13.9
5148,BIG BROTHER LAKE,STANHOPE,6004,1,Deep spot,450813,784633,20/05/2020,15.8
5149,BIG BROTHER LAKE,STANHOPE,6004,1,Deep spot,450813,784633,07/06/2021,16.6
5150,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,18/05/2018,4.4
5151,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,09/06/2018,4.6
5152,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,28/06/2019,4.8
5153,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,16/10/2020,4.4
5154,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,08/06/2019,5
5155,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,24/05/2021,4.7
5156,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,15/05/2016,3.6
5157,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,07/07/2018,4.4
5158,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,23/05/2022,5.4
5159,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,22/05/2017,4
5160,HORSESHOE LAKE (ELSIE),MINDEN,6006,1,Main Basin-deep spot,445931,784049,02/05/2015,2.6
5161,SASKATCHEWAN LAKE,STANHOPE,6010,1,"Mid lake, deep spot",450753,784640,06/06/2019,52.2
5162,SASKATCHEWAN LAKE,STANHOPE,6010,1,"Mid lake, deep spot",450753,784640,07/06/2021,67
5163,SASKATCHEWAN LAKE,STANHOPE,6010,1,"Mid lake, deep spot",450753,784640,23/05/2022,62
5164,SASKATCHEWAN LAKE,STANHOPE,6010,1,"Mid lake, deep spot",450753,784640,20/05/2020,55.9
5165,BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,01/05/2015,1.6
5166,BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,24/04/2017,1.4
5167,BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,08/05/2022,0.7
5168,BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,01/05/2016,1.4
5169,BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,08/04/2021,1.7
5170,BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,10/05/2019,1.4
5171,BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,15/05/2018,1.8
5172,BUGG LAKE,SCADDING,6020,1,Deep spot,464000,803800,01/05/2020,1.7
5173,MCGOWN LAKE,SEGUIN,6044,1,"Mid Lake, deep spot",452019,795935,21/05/2018,269
5174,MCGOWN LAKE,SEGUIN,6044,1,"Mid Lake, deep spot",452019,795935,10/05/2016,206
5175,MCGOWN LAKE,SEGUIN,6044,1,"Mid Lake, deep spot",452019,795935,15/05/2022,250
5176,MCGOWN LAKE,SEGUIN,6044,1,"Mid Lake, deep spot",452019,795935,17/05/2015,182
5177,MCGOWN LAKE,SEGUIN,6044,1,"Mid Lake, deep spot",452019,795935,13/05/2020,271
5178,MCGOWN LAKE,SEGUIN,6044,1,"Mid Lake, deep spot",452019,795935,18/05/2019,0
5179,MCGOWN LAKE,SEGUIN,6044,1,"Mid Lake, deep spot",452019,795935,31/05/2017,261
5180,MCGOWN LAKE,SEGUIN,6044,1,"Mid Lake, deep spot",452019,795935,25/05/2021,271
5181,MCGOWN LAKE,SEGUIN,6044,7,Deep spot,452021,795928,17/05/2018,255
5182,NEPAHWIN LAKE,MCKIM,6053,4,Sudbury-S arm,462718,805938,10/05/2022,153
5183,NEPAHWIN LAKE,MCKIM,6053,6,North Arm,462731,805946,10/05/2022,152
5184,NEPAHWIN LAKE,MCKIM,6053,7,"Sudbury -  deep spot, NEP-1",462733,805911,10/05/2022,152
5185,NEPAHWIN LAKE,MCKIM,6053,8,"South Arm, deep spot",462718,805938,26/04/2021,154
